jrv,cod_departamento,departamento,cod_municipio,municipio,orden,id,agrupacion,comunidad,empadronados,cui_inicial,cui_final,sector,correlativo,nombre,ubicacion_direccion,zona,direccion_completa,LATITUD,LONGITUD,MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN,diferencia,comentario
1542,1,GUATEMALA,1,GUATEMALA,1.0,77.0,'077',CABECERA MUNICIPAL,400,2933154770107,3003449100101,URBANO,88,COMPLEJO COMERCIAL META TERMINAL DEL NORTE,11 AVENIDA 4-78,18.0,"COMPLEJO COMERCIAL META TERMINAL DEL NORTE, 11 AVENIDA 4-78, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65333333333333,-90.47833333333334,1542,Distrito Central,0,Guatemala,1,113,400,10,10,51,0,2.0,8,0,1,2,0,2,0,1,1,1,0,3,93,0,2,2,11,1,55,255,9,0,9,0,264,0,401,136,256,265.0,265.0,Sumas Asentadas sin cuadrar,1,60d6698518cc2ad9ac68579c003b392510b8102123a705f3a35270cb546394f7,26/06/2023 00:54:50,ESCANER,1,Pendiente
1549,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,1681436230408,1714803920101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1549,Distrito Central,0,Guatemala,1,114,400,13,20,49,1,4.0,9,1,5,6,0,3,3,1,1,2,3,2,42,2,6,7,3,0,67,251,20,4,275,126,401,0,0,0,250,274.0,400.0,Sumas Asentadas sin cuadrar,1,ffb9a7d69c41e1f3e3447d0fab480d32e11a05bb3ea8f7c25e0acabd21f0c678,26/06/2023 01:07:48,ESCANER,1,Pendiente
1552,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,1803450360101,1857267201301,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1552,Distrito Central,0,Guatemala,1,114,400,6,19,54,0,2.0,0,2,1,11,4,1,1,1,0,0,1,4,33,0,5,2,6,1,59,215,32,0,247,0,247,0,400,153,213,245.0,245.0,Sumas Asentadas sin cuadrar,1,d4f75dd6ece21c8978e7fd6edfa154015f64860389549f1eae99d78bb8091e72,26/06/2023 03:58:21,ESCANER,2,Pendiente
1557,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,2187679190101,2224976880101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1557,Distrito Central,0,Guatemala,1,114,400,8,19,61,2,3.0,3,0,4,3,1,1,1,2,0,1,1,3,26,2,2,6,11,2,70,248,15,1,248,0,248,0,401,152,232,248.0,248.0,Sumas Asentadas sin cuadrar,1,8bf10c21bafab6da7337a8a289c4106b564916380c37dfab64709b3af133f9e0,26/06/2023 01:51:47,ESCANER,16,Pendiente
1563,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,2400397930101,2429204970101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1563,Distrito Central,0,Guatemala,1,114,400,10,17,64,2,2.0,8,1,4,6,0,5,0,3,1,0,0,4,33,2,0,7,7,1,64,242,24,3,269,131,400,0,400,131,241,268.0,399.0,Sumas Asentadas sin cuadrar,1,1d8156a3b0274f9055d93fad3dfe263bad0a212ba3609db4ecd6385f95273872,26/06/2023 01:52:19,ESCANER,1,Pendiente
1564,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,2429205861312,2459598820101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1564,Distrito Central,0,Guatemala,1,114,400,9,12,1,2,3.0,0,1,4,5,1,3,2,1,1,0,0,2,31,1,4,3,5,2,84,241,20,0,261,139,400,0,400,139,177,197.0,336.0,Sumas Asentadas sin cuadrar,1,870854885429ccea44b1e26a7a2d927193a02ad2b01acf32d03b784b41db8dc0,26/06/2023 06:07:47,ESCANER,64,"Datos no cuadran. Este es un caso rarísimo, ya que incluso dicen que recibieron 400 papeletas y no usaron 139, sin embargo los datos no cuadran. Es raro también que unionista tenga tan poco votos. Está para analizarlo con más detalle. "
1570,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,2604583920901,2634259400101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1570,Distrito Central,0,Guatemala,1,114,400,4,24,63,0,5.0,5,0,4,6,1,1,0,0,0,1,2,4,34,0,2,4,16,1,59,232,13,7,252,154,406,0,406,154,236,256.0,410.0,Sumas Asentadas sin cuadrar,1,eafb670ede4ea784f338992324936b7b7fbc31ae30d54303068c63b29eee3fdb,26/06/2023 02:09:03,ESCANER,4,Pendiente
1572,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,400,2666731040101,2712275750101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1572,Distrito Central,0,Guatemala,1,114,400,11,12,34,0,0.0,5,0,2,2,1,3,0,1,0,0,0,2,32,1,4,4,12,1,68,202,20,1,223,177,400,0,400,177,195,216.0,393.0,Sumas Asentadas sin cuadrar,1,a7f41bb2f7f3dc261c1111457774dd6cc7c55ac1c0f26cf99994118e2ac37d4d,25/06/2023 22:00:17,ESCANER,7,Pendiente
1583,1,GUATEMALA,1,GUATEMALA,1.0,78.0,'078',CABECERA MUNICIPAL,222,3744724161903,4095715980101,URBANO,98,CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III),19 CALLE 25-75 COLONIA SANTA ELENA III,18.0,"CENTRO DE CAPACITACIÓN  GUATEMALA NÚMERO  4 (INTECAP SANTA ELENA III), 19 CALLE 25-75 COLONIA SANTA ELENA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.66527777777778,-90.47194444444445,1583,Distrito Central,0,Guatemala,1,114,222,1,8,17,0,1.0,3,1,3,2,0,0,0,0,0,2,0,1,17,0,2,5,6,0,20,94,5,0,94,0,94,0,222,128,89,94.0,94.0,Sumas Asentadas sin cuadrar,1,2fb83c43ac321ca6c062127e24c14138e16534e2423fb0cbc7c8e24b47cba28f,26/06/2023 00:21:26,ESCANER,5,Pendiente
1591,1,GUATEMALA,1,GUATEMALA,1.0,79.0,'079',CABECERA MUNICIPAL,400,2430081712212,2512035650101,URBANO,97,COLEGIO ADVENTISTA JUBA,8 AVENIDA 9-77,17.0,"COLEGIO ADVENTISTA JUBA, 8 AVENIDA 9-77, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.63166666666667,-90.51416666666667,1591,Distrito Central,0,Guatemala,1,115,400,14,19,42,1,1.0,18,2,7,6,1,6,0,0,4,2,0,4,26,1,3,5,5,0,70,229,16,3,248,0,248,0,400,152,237,256.0,256.0,Sumas Asentadas sin cuadrar,1,1dc1e1618338116df744c815b759d4efa5289e9aef9424fb9597b4ece8e059b8,26/06/2023 00:15:19,ESCANER,8,Pendiente
1608,1,GUATEMALA,1,GUATEMALA,1.0,80.0,'080',CABECERA MUNICIPAL,400,1916267591704,1957735940101,URBANO,99,COLEGIO MIXTO BELÉN,6 AVENIDA 0-79 COLONIA LA FLORIDA,19.0,"COLEGIO MIXTO BELÉN, 6 AVENIDA 0-79 COLONIA LA FLORIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65388888888889,-90.58527777777778,1608,Distrito Central,0,Guatemala,1,116,400,12,16,57,0,4.0,3,1,7,6,0,5,0,3,1,2,0,3,48,3,2,5,14,1,57,252,16,2,270,0,270,0,400,130,250,268.0,268.0,Sumas Asentadas sin cuadrar,1,12dc0eda38dd73b59b8b27a5ded99f0e725b1ce3618252a672d57df769199cfb,26/06/2023 00:14:55,ESCANER,2,Pendiente
1610,1,GUATEMALA,1,GUATEMALA,1.0,80.0,'080',CABECERA MUNICIPAL,400,1996877730101,2097674210108,URBANO,99,COLEGIO MIXTO BELÉN,6 AVENIDA 0-79 COLONIA LA FLORIDA,19.0,"COLEGIO MIXTO BELÉN, 6 AVENIDA 0-79 COLONIA LA FLORIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65388888888889,-90.58527777777778,1610,Distrito Central,0,Guatemala,1,116,400,15,12,60,0,2.0,5,1,3,6,0,4,1,6,0,1,0,0,49,3,2,10,14,1,40,240,10,0,250,0,250,0,401,151,235,245.0,245.0,Sumas Asentadas sin cuadrar,1,749128bb686c893e227c6dc8082d8463a48b26d0b8ace58f43859e59f25af667,26/06/2023 00:23:06,ESCANER,5,Pendiente
1628,1,GUATEMALA,1,GUATEMALA,1.0,80.0,'080',CABECERA MUNICIPAL,400,2526697701009,2539273070101,URBANO,100,ESCUELA OFICIAL URBANA PARA NIÑAS NÚMERO 58 PANAMERICANA,8 AVENIDA 5-05 COLONIA LA FLORIDA,19.0,"ESCUELA OFICIAL URBANA PARA NIÑAS NÚMERO 58 PANAMERICANA, 8 AVENIDA 5-05 COLONIA LA FLORIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65694444444444,-90.57833333333333,1628,Distrito Central,0,Guatemala,1,117,400,15,15,57,1,4.0,1,3,5,8,0,3,0,3,0,1,0,6,0,2,2,8,13,0,51,228,18,3,249,148,397,0,397,148,198,219.0,367.0,Sumas Asentadas sin cuadrar,1,a4c0fd269d20d137d8ad7c05dc8fec272818098a11cdd86fa8203929a97b2e92,26/06/2023 06:08:20,ESCANER,30,"Datos no cuadran, foppa x la ciudad no tiene datos "
1637,1,GUATEMALA,1,GUATEMALA,1.0,80.0,'080',CABECERA MUNICIPAL,400,2672687342201,2696236200101,URBANO,100,ESCUELA OFICIAL URBANA PARA NIÑAS NÚMERO 58 PANAMERICANA,8 AVENIDA 5-05 COLONIA LA FLORIDA,19.0,"ESCUELA OFICIAL URBANA PARA NIÑAS NÚMERO 58 PANAMERICANA, 8 AVENIDA 5-05 COLONIA LA FLORIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65694444444444,-90.57833333333333,1637,Distrito Central,0,Guatemala,1,117,400,10,21,39,1,4.0,5,0,4,6,1,1,1,4,2,1,0,0,30,2,4,7,6,0,39,214,25,1,214,0,214,0,400,136,188,214.0,214.0,Sumas Asentadas sin cuadrar,1,0a678aecf59ab81adc53d4928926f199229771fa095158375cb79b7bac454ff5,26/06/2023 01:20:16,ESCANER,26,Pendiente
1649,1,GUATEMALA,1,GUATEMALA,1.0,81.0,'081',CABECERA MUNICIPAL,400,1572842120101,1605821210101,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1649,Distrito Central,0,Guatemala,1,118,400,7,10,66,1,3.0,13,3,4,2,0,3,0,1,1,0,0,1,44,2,5,3,6,1,69,233,0,0,0,0,0,0,0,0,245,,,Acta ilegible,0,9c1af3c73ad3618d3172c0b4d1f392ebde1edf1a4e42cbb55a4a541e8cd24bd2,26/06/2023 03:12:59,ESCANER,12,Pendiente
1652,1,GUATEMALA,1,GUATEMALA,1.0,81.0,'081',CABECERA MUNICIPAL,400,1691721710101,1736928771219,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1652,Distrito Central,0,Guatemala,1,118,400,6,13,88,0,1.0,0,2,2,6,0,3,0,1,0,0,0,3,0,3,3,3,8,1,74,263,25,0,288,0,288,0,400,112,217,242.0,242.0,Sumas Asentadas sin cuadrar,1,4341e2d7f08c4f2eb41ddc7e61771f0a810fc738de1a9f9725d0c081f79cef86,26/06/2023 01:39:33,ESCANER,46,"Datos no cuadran, foppa x la ciudad no tiene datos "
1662,1,GUATEMALA,1,GUATEMALA,1.0,81.0,'081',CABECERA MUNICIPAL,400,2322278961420,2356945681001,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1662,Distrito Central,0,Guatemala,1,118,400,8,17,55,0,4.0,15,1,6,6,1,2,1,0,3,0,1,1,44,3,5,9,10,1,64,252,11,3,266,0,266,0,400,134,257,271.0,271.0,Sumas Asentadas sin cuadrar,1,1a3ac3e31d5483bbf0e496e95bd20bb5cfbb96abf05c0fd22083b3be94e945cd,26/06/2023 02:19:27,ESCANER,5,Pendiente
1670,1,GUATEMALA,1,GUATEMALA,1.0,81.0,'081',CABECERA MUNICIPAL,400,2577942710403,2611077980101,URBANO,102,ESCUELA OFICIAL URBANA MIXTA NÚMERO 105 NIMAJUYÚ C,16 AVENIDA 19-49 COLONIA NIMAJUYÚ,21.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 105 NIMAJUYÚ C, 16 AVENIDA 19-49 COLONIA NIMAJUYÚ, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54338888888889,-90.55333333333333,1670,Distrito Central,0,Guatemala,1,119,400,6,14,52,1,7.0,3,7,7,6,1,3,0,2,0,1,0,0,30,1,3,6,11,0,68,225,24,2,251,0,251,0,400,149,229,255.0,255.0,Sumas Asentadas sin cuadrar,1,8b18f515b4da812aaa7d179096dd4b07f8ac1e79d205e942ec37c6e7a7d8340b,26/06/2023 02:31:29,ESCANER,4,Pendiente
1677,1,GUATEMALA,1,GUATEMALA,1.0,81.0,'081',CABECERA MUNICIPAL,400,3011565570101,3430279842211,URBANO,102,ESCUELA OFICIAL URBANA MIXTA NÚMERO 105 NIMAJUYÚ C,16 AVENIDA 19-49 COLONIA NIMAJUYÚ,21.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 105 NIMAJUYÚ C, 16 AVENIDA 19-49 COLONIA NIMAJUYÚ, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54338888888889,-90.55333333333333,1677,Distrito Central,0,Guatemala,1,119,400,8,4,25,0,4.0,9,0,3,2,0,3,2,2,0,0,0,1,63,1,2,5,7,0,51,193,10,197,400,0,400,0,400,197,192,399.0,399.0,Sumas Asentadas sin cuadrar,1,7f9bcc622cd8092321db37a6f66700e2c3f1be27592f484f363336d6d919b576,26/06/2023 04:12:56,ESCANER,1,Pendiente
1685,1,GUATEMALA,1,GUATEMALA,1.0,82.0,'082',CABECERA MUNICIPAL,400,1790927150101,1847018210610,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1685,Distrito Central,0,Guatemala,1,120,400,7,17,46,0,3.0,7,2,7,9,0,2,0,1,3,1,0,5,0,2,5,6,10,0,71,230,13,3,246,0,246,0,400,151,204,220.0,220.0,Sumas Asentadas sin cuadrar,1,b0fe40ee90cb88062c40766772c5cc02747bfe76dc67d16b7827cf3a44eec22f,26/06/2023 02:54:07,ESCANER,26,"Datos no cuadran, foppa x la ciudad no tiene datos "
1686,1,GUATEMALA,1,GUATEMALA,1.0,82.0,'082',CABECERA MUNICIPAL,400,1847019960101,1913134591227,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1686,Distrito Central,0,Guatemala,1,120,400,4,15,52,0,1.0,5,2,4,6,1,2,3,1,2,1,1,4,29,3,5,7,5,0,72,226,16,0,242,0,242,0,400,158,225,241.0,241.0,Sumas Asentadas sin cuadrar,1,6b076356d4ef82651198176ef6dc1500f2053d8fec247a47a716b25a3492a92e,25/06/2023 22:31:37,ESCANER,1,Pendiente
1688,1,GUATEMALA,1,GUATEMALA,1.0,82.0,'082',CABECERA MUNICIPAL,400,1968860071203,2070035480101,URBANO,101,ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4,16 AVENIDA 10-82 COLONIA BELLO HORIZONTE,21.0,"ESCUELA NACIONAL DE FORMACIÓN SECRETARIAL NÚMERO  4, 16 AVENIDA 10-82 COLONIA BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55055555555556,-90.55055555555555,1688,Distrito Central,0,Guatemala,1,120,400,6,26,37,0,7.0,7,2,6,5,0,2,1,0,0,1,0,1,34,1,5,3,7,2,65,198,0,0,0,0,0,0,0,0,218,,,Acta ilegible,0,598d62959a24ba67419a79e385702370d8e4013edf67d036d96f28a20707d145,26/06/2023 00:35:21,ESCANER,20,Pendiente
1704,1,GUATEMALA,1,GUATEMALA,1.0,82.0,'082',CABECERA MUNICIPAL,400,2690206080101,2769290390101,URBANO,103,ESCUELA OFICIAL DE PÁRVULOS NÚMERO 24 REPÚBLICA DE GUATEMALA,16 AVENIDA 11-00 BELLO HORIZONTE,21.0,"ESCUELA OFICIAL DE PÁRVULOS NÚMERO 24 REPÚBLICA DE GUATEMALA, 16 AVENIDA 11-00 BELLO HORIZONTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.55191666666667,-90.55047222222223,1704,Distrito Central,0,Guatemala,1,121,400,6,20,32,0,3.0,10,0,2,3,1,2,3,2,1,2,0,1,32,1,3,4,8,0,56,193,15,0,208,0,208,0,400,192,192,207.0,207.0,Sumas Asentadas sin cuadrar,1,842bd86689e8f216d0d9d1269803fe49b51406df149faddf9247a7b2762b886b,25/06/2023 23:21:29,ESCANER,1,Pendiente
1718,1,GUATEMALA,1,GUATEMALA,1.0,83.0,'083',CABECERA MUNICIPAL,400,2173510260506,2244328850101,URBANO,105,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS,34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS,21.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS, 34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62988888888889,-90.46122222222222,1718,Distrito Central,0,Guatemala,1,123,400,6,12,80,1,7.0,15,1,0,6,0,3,0,1,0,1,1,5,36,2,1,3,14,0,66,264,12,0,276,0,276,0,399,123,261,273.0,273.0,Sumas Asentadas sin cuadrar,1,6afe07accfe0533798b672b2444569ad6fb872027aa278a736a665bb70507cd5,26/06/2023 02:26:22,ESCANER,3,Pendiente
1720,1,GUATEMALA,1,GUATEMALA,1.0,83.0,'083',CABECERA MUNICIPAL,400,2317549141211,2370729630101,URBANO,105,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS,34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS,21.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS, 34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62988888888889,-90.46122222222222,1720,Distrito Central,0,Guatemala,1,123,400,11,11,61,3,4.0,12,4,1,3,0,1,1,2,1,2,0,2,0,1,3,5,15,0,67,256,17,0,273,0,273,0,0,0,210,227.0,227.0,Sumas Asentadas sin cuadrar,1,f42d8ff64ea7c7ccef549e0ee228ba89a03b78a16e1d93a0cc2d92f905eb01d4,26/06/2023 02:02:17,ESCANER,46,"Datos no cuadran, foppa x la ciudad no tiene datos "
1721,1,GUATEMALA,1,GUATEMALA,1.0,83.0,'083',CABECERA MUNICIPAL,400,2371157510101,2418410031216,URBANO,105,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS,34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS,21.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS, 34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62988888888889,-90.46122222222222,1721,Distrito Central,0,Guatemala,1,123,400,13,13,78,0,6.0,10,0,0,4,1,3,3,2,0,1,0,0,39,2,2,0,10,0,69,260,21,6,287,0,287,0,400,113,256,283.0,283.0,Sumas Asentadas sin cuadrar,1,84ee7f07a116f6c6a15a57b761540062baf646f6a31b76fb8b36eb11f71eae65,25/06/2023 23:53:30,ESCANER,4,Pendiente
1725,1,GUATEMALA,1,GUATEMALA,1.0,83.0,'083',CABECERA MUNICIPAL,400,2568747190101,2618363900101,URBANO,105,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS,34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS,21.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS, 34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62988888888889,-90.46122222222222,1725,Distrito Central,0,Guatemala,1,123,400,7,17,66,0,2.0,9,2,5,2,0,6,1,1,1,0,0,0,44,1,3,1,10,0,70,249,12,1,262,0,262,0,399,135,248,261.0,261.0,Sumas Asentadas sin cuadrar,1,443628f5faeddd3decec2d31b3281a13b06ec60995d6f27590d10d8fd9d884e8,26/06/2023 06:31:17,ESCANER,1,Pendiente
1727,1,GUATEMALA,1,GUATEMALA,1.0,83.0,'083',CABECERA MUNICIPAL,400,2674307360101,2793961550101,URBANO,105,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS,34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS,21.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA JUSTO RUFINO BARRIOS, 34 AVENIDA Y 14 CALLE FINAL COLONIA JUSTO RUFINO BARRIOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62988888888889,-90.46122222222222,1727,Distrito Central,0,Guatemala,1,123,400,6,9,54,0,6.0,12,2,4,5,1,4,0,6,1,0,0,0,30,34,2,5,10,2,68,241,20,3,264,0,264,0,0,0,261,284.0,284.0,Sumas Asentadas sin cuadrar,1,2afd41fb7434209611d5d444d94aa596aa209d99387e308a2857b98080f69731,26/06/2023 06:45:43,ESCANER,20,Pendiente
1733,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,1589938451202,1607559130608,URBANO,104,COLEGIO MIXTO BILINGÜE JUVENIL AMERICANO,16 AVENIDA 12-29 NIMAJUYÚ I,21.0,"COLEGIO MIXTO BILINGÜE JUVENIL AMERICANO, 16 AVENIDA 12-29 NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54819444444444,-90.55155555555555,1733,Distrito Central,0,Guatemala,1,124,400,7,15,51,0,0.0,3,2,8,8,2,4,1,2,1,1,0,4,30,1,2,1,7,1,73,228,19,1,248,0,248,0,400,152,224,244.0,244.0,Sumas Asentadas sin cuadrar,1,192d1357108ebdb677f28d3a9a6bbe7dcebf0193cb8602b44130a77668825ba9,26/06/2023 06:21:38,ESCANER,4,Pendiente
